subject;model;sL;sC;sR;noise_amp;S_amplitude;S_d;U_int_amplitude;U_int_baseline;U_int_onset;U_ext_amplitude;nll;n_trials;nll/trial;nll_eval
A92;spatialU;-0.9578686010172532;-0.8048927439122053;-0.8965376671621925;0.5989634714838757;0.3697926064344938;0.7400918707549864;3.9607384532282595;1.6229025874999934;0.0;1.9103401525935624;9167.649302595482;9996;0.9171317829727373;30344.236699240213
A86;spatialU;-0.5134827084839344;-0.2764686159789562;-0.43462466821074486;1.4911894533783197;0.23521699696779252;0.14870515763759612;0.0;-0.6040105819702148;0.0;0.8784366846084595;7798.892565147277;9996;0.7802013370495475;18413.824694152143
A89;spatialU;-0.22274242630010122;0.025784032553929137;-0.18273741908706143;1.999932407074739;0.6477505605373881;0.16574929684065864;4.716013791039586e-06;-1.4021027537964983;0.0;2.0090670745412353;8065.578162883289;9996;0.8068805685157352;20452.30025348616
A89;spatialU;-0.9569563712211675;-0.7558988021846744;-0.999760641316243;1.5611915494725692;0.5018762998646707;0.25533026870834874;2.4016189854592085e-06;-0.884542611805955;0.0;2.112312772878795;8076.267145902598;9996;0.807949894548079;20538.348284415384
A89;spatialU;-0.1442998434395122;-0.07752425104990834;-0.15659875468463724;0.7967048652003359;0.21392165148477943;0.999998442019205;3.199966158717871e-08;-1.0946925886310055;0.0;1.540285034403496;8076.933216753484;9996;0.808016528286663;20506.62523181624
A95;spatialU;-0.0617971820756793;0.4719460755586624;-0.07027975749224424;1.971168573221957;0.5658263731002807;0.7625540742650628;0.0;-1.3446306567639112;0.0;1.6622798293828964;3993.637419814507;4956;0.8058186884210063;5471.008918512138
A89;spatialU;-0.6123372580560256;-0.6023182892768499;-0.6263486620091818;0.4897582315266771;0.09417081593789789;0.1782948507735192;0.960798468281844;-1.3441153433403041;0.0;1.192886489246817;7551.267955012588;9996;0.755428967088094;18771.264242182337
A96;spatialU;0.35313197068171576;1.3860978943412192;0.5823645002092235;1.999995735102407;0.6313390456326305;0.023442705383058593;0.0;-4.999999731662683;0.0;4.776771954726428;4162.628501783399;5456;0.7629451066318547;7991.509704423397
A89;spatialU;-0.23212424958182964;-0.10008003646726138;-0.2716244207476848;0.7410716619080631;0.37046527388010875;0.3014409420939046;0.0;-2.1331720603775466;0.0;3.920533112497651;8110.17967448191;9996;0.811342504449971;20541.92265152492
A84;spatialU;-0.10292601585388184;-0.1663684844970703;-0.04121804237365723;0.9931413125991821;0.5848163032531738;0.6630486011505128;8.17735481262207;-0.4632582664489746;0.0;2.7085609436035156;478.47357810931874;651;0.7349824548530242;539.6703158941618
A95;spatialU;-0.9250923956860788;-0.35866946523310617;-0.9999320232309401;1.9036059479904361;0.5611685953568667;0.007916125596966583;0.0;-1.1977348836371675;0.0;2.2813636551145464;4303.17007788909;5220;0.8243620838867989;5476.163415143409
A89;spatialU;1.7675903029739857;1.9789100016932935;1.824885921087116;1.8493461456755176;0.7951215287111699;0.4661709047853947;0.00019752606749534607;-3.565374760888517;0.0;3.176862847059965;8073.1820559766875;9996;0.8076412621025097;20467.21952736078
A89;spatial_reduced3_randomx0;-0.23985762445329328;-0.22306400314244001;-0.22140027901667736;1.0;0.20311569393452372;0.12248466576614869;1.8811482130809054;-1.0;0.0;0.0;7561.122859424057;9996;0.756414851883159;154010.92200166584
A86;spatial_reduced3_randomx0;-0.4050914878025651;-0.2408912619575858;-0.3355990732088685;1.0;0.21855575777590275;0.11554614603519436;1.9480199739336967;-1.0;0.0;0.0;7205.552151129156;9996;0.7208435525339292;141027.83392670343
A87;spatial_reduced3_randomx0;1.7400396466255188;1.9999999701976776;1.7651610374450684;1.0;0.35760842680931093;0.14533118605613704;10.0;-1.0;0.0;0.0;9082.956893263872;9996;0.9086591529875823;142621.91130868846
A95;spatial_reduced3_randomx0;-0.5326867675555071;-0.4210740057616391;-0.5597880805600859;1.0;0.22278915866295762;0.04523003497856304;2.221462853181805;-1.0;0.0;0.0;3995.611078008751;5220;0.7654427352507186;41580.45219274305
A83;spatial_reduced3_randomx0;-0.25261043773753045;-0.25520724994271404;-0.3043397243504842;1.0;0.19209495203542248;0.5184658141245109;1.642002504084303;-1.0;0.0;0.0;7032.636132163605;9451;0.7441155573128352;111617.4263249388
A93;spatial_reduced3_randomx0;-0.280318412535987;-0.15408590335082906;-0.27286217765108844;1.0;0.20170741252126362;0.18233446943500908;1.7380408430282444;-1.0;0.0;0.0;5376.346869847837;7409;0.7256508125047695;69569.63417683417
A96;spatial_reduced3_randomx0;-0.4767505413412323;-0.27149543726727643;-0.43361278575349615;1.0;0.2322296973984294;5.477806985787481e-09;2.122298829157444;-1.0;0.0;0.0;4925.8964361960825;6884;0.7155572975299365;64716.98094171494
A84;spatial_reduced3_randomx0;-0.17078876495361328;-0.26594066619873047;-0.17276287078857422;1.0;0.2188323211669922;0.43701972961425783;1.4531707763671875;-1.0;0.0;0.0;403.5986243666926;651;0.6199671649257951;4570.968878463209
A92;spatial_reduced3_randomx0;-0.3596326557030807;-0.2722878476231472;-0.27900005645460624;1.0;0.18349667233185757;0.000192698826322113;2.1492487203759083;-1.0;0.0;0.0;8086.988253135491;9996;0.809022434287264;209073.811810715
A93;spatial_reduced3_randomx0;-0.3273274485982256;-0.18904334934268263;-0.31868391092211823;1.0;0.21779302932147404;0.09695861281797985;1.8086470754642505;-1.0;0.0;0.0;5378.149829037907;7409;0.7258941596757871;69569.63417683417
A96;spatial_reduced3_randomx0;-0.8722240406350465;-0.7062558492034441;-0.8599740641220706;1.0;0.21769339068327098;0.6945701700431528;2.017142255906947;-1.0;0.0;0.0;4881.109867163988;6884;0.7090514042945945;64716.98094171494
A92;spatial_reduced3_randomx0;-0.502222877905524;-0.4107125936668581;-0.4313830527939899;1.0;0.18919784708148657;4.7897480726089015e-06;2.3617355639962625;-1.0;0.0;0.0;8090.738971233457;9996;0.80939765618582;209073.811810715
A84;spatial_reduced3_randomx0;-0.26672276890315416;-0.3798097581935487;-0.24724590980078176;1.0;0.27160689512264496;7.99562662745501e-08;1.9237659397378195;-1.0;0.0;0.0;401.99703373378856;651;0.6175069642608119;4570.96887846321
A89;spatial_reduced3_randomx0;0.7495575632274267;0.7896340879924537;0.790698243319639;1.0;0.22195467132056368;0.2999555538452114;6.640562426153338;-1.0;0.0;0.0;9174.215183477969;9996;0.9177886338013174;154010.92200166584
A86;spatial_reduced3_randomx0;-0.5530320256948471;-0.3933090269565582;-0.49214400351047516;1.0;0.2240088498592377;0.1500324159860611;2.1319897174835205;-1.0;0.0;0.0;7212.873463719114;9996;0.7215759767626164;141027.83392670343
A87;spatial_reduced3_randomx0;-0.5945125624466527;-0.49321653555944067;-0.6156699587290859;1.0;0.23232736413367094;0.02401069310635645;2.5161912835465046;-1.0;0.0;0.0;7343.8398469644335;9996;0.7346778558387789;142621.91130868846
A83;spatial_reduced3_randomx0;1.9075161461137924;1.9404827242917122;1.8665773010393139;1.0;0.34420667161789426;0.9998947985852682;2.751792912751057;-1.0;0.0;0.0;8457.678281526001;9451;0.8948977125728496;111617.4263249388
A95;spatial_reduced3_randomx0;-0.14157061753780908;-0.055502449964933476;-0.16105056476885693;1.0;0.19424247780585574;0.28655145193597487;1.5172017607583257;-1.0;0.0;0.0;3981.469786550767;5220;0.762733675584438;41580.45219274305
A87;spatial_reduced3_randomx0;-0.3843759727269571;-0.2890189357849522;-0.39970274596998934;1.0;0.22873229883065505;0.015121946585713864;2.1611297060080688;-1.0;0.0;0.0;7349.070419010462;9996;0.7352011223499861;142621.91130868846
A83;spatial_reduced3_randomx0;-0.3619391825544085;-0.3530805891108457;-0.41797096634974196;1.0;0.1918586461847599;0.48320340920689664;1.8303495424106586;-1.0;0.0;0.0;7027.045828246391;9451;0.7435240533537605;111617.4263249388
A95;spatial_reduced3_randomx0;-0.5646610784169752;-0.45420512261625845;-0.5902215331007028;1.0;0.227117542703636;0.0005413264792877848;2.3053221515147015;-1.0;0.0;0.0;3996.1797140267204;5220;0.7655516693537778;41580.45219274305
A89;spatial_reduced3_randomx0;-0.5081996235530823;-0.49438562896102667;-0.5087569453753531;1.0;0.2198117132484913;9.313222415485711e-11;2.4252486303448677;-1.0;0.0;0.0;7573.162580392571;9996;0.7576193057615617;154010.9220016658
A86;spatial_reduced3_randomx0;-0.28239029523369297;-0.12416705091369895;-0.21512578735363608;1.0;0.22261822014352484;0.002061394143728801;1.875277975217685;-1.0;0.0;0.0;7212.700198963643;9996;0.7215586433537058;141027.83392670343
A96;spatial_reduced3_randomx0;-0.7397890985012054;-0.5267117768526077;-0.7116800844669342;1.0;0.23845392107963564;0.049585524201393116;2.5122275352478027;-1.0;0.0;0.0;4922.600249916836;6884;0.7150784790698483;64716.98094171493
A84;spatial_reduced3_randomx0;0.014787387809519714;-0.07729242054392671;0.04169789034676796;1.0;0.24830532620704615;0.10815061811535998;1.3932028946655919;-1.0;0.0;0.0;401.17603957600267;651;0.6162458365222775;4570.968878463209
A84;spatial_reduced3_randomx0;-0.5636646212213918;-0.6485606752825674;-0.563955909649394;1.0;0.25614810828915324;0.5729798953767954;1.7700625070256137;-1.0;0.0;0.0;401.7614247536793;651;0.6171450457045765;4570.968878463209
